編號	名稱	邮箱中描述	物品描述	禮包icon（大）	禮包icon（小）	魔力	皮膚id	水晶	能量	帮会货币	免费换装备buff	紫魂buff	經驗	聲望	競技場邀請券	好友點數	魔靈	卷軸	物品	精髓	魔灵碎片	魔灵碎片	符文	皮肤	禮包發放後有效時間	類型	广播message表id	數量(前端顯示用)
3400508	聲望×300	刮刮樂送來的禮物	可在聲望商店購買物品|挑戰競技場可獲得聲望	images/icon/shengwang_big.png	images/icon/shengwang_small.png	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	8553600	2	0	300
3400601	高級符籙×1	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#1	0	0	0	0	0	0	8553600	2	0	1
3400602	高級符籙×2	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#2	0	0	0	0	0	0	8553600	2	0	2
3400603	高級符籙×3	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#3	0	0	0	0	0	0	8553600	2	0	3
3400604	高級符籙×4	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#4	0	0	0	0	0	0	8553600	2	0	4
3400605	高級符籙×5	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#5	0	0	0	0	0	0	8553600	2	0	5
3400606	高級符籙×6	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#6	0	0	0	0	0	0	8553600	2	0	6
3400607	高級符籙×11	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#11	0	0	0	0	0	0	8553600	2	0	11
3400701	水符籙×1	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名水屬性3~5星的武將。|結果無法預測。	images/shop/0003.png	images/icon/shuixifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001003#1	0	0	0	0	0	0	8553600	2	0	1
3400702	水符籙×2	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名水屬性3~5星的武將。|結果無法預測。	images/shop/0003.png	images/icon/shuixifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001003#2	0	0	0	0	0	0	8553600	2	0	2
3400703	水符籙×3	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名水屬性3~5星的武將。|結果無法預測。	images/shop/0003.png	images/icon/shuixifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001003#3	0	0	0	0	0	0	8553600	2	0	3
3400704	水符籙×4	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名水屬性3~5星的武將。|結果無法預測。	images/shop/0003.png	images/icon/shuixifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001003#4	0	0	0	0	0	0	8553600	2	0	4
3400705	水符籙×5	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名水屬性3~5星的武將。|結果無法預測。	images/shop/0003.png	images/icon/shuixifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001003#5	0	0	0	0	0	0	8553600	2	0	5
3400706	水符籙×6	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名水屬性3~5星的武將。|結果無法預測。	images/shop/0003.png	images/icon/shuixifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001003#6	0	0	0	0	0	0	8553600	2	0	6
3400707	水符籙×7	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名水屬性3~5星的武將。|結果無法預測。	images/shop/0003.png	images/icon/shuixifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001003#7	0	0	0	0	0	0	8553600	2	0	7
3400708	水符籙×8	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名水屬性3~5星的武將。|結果無法預測。	images/shop/0003.png	images/icon/shuixifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001003#8	0	0	0	0	0	0	8553600	2	0	8
3400801	火符籙×1	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名火屬性3~5星的武將。|結果無法預測。	images/shop/0004.png	images/icon/huoxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001004#1	0	0	0	0	0	0	8553600	2	0	1
3400802	火符籙×2	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名火屬性3~5星的武將。|結果無法預測。	images/shop/0004.png	images/icon/huoxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001004#2	0	0	0	0	0	0	8553600	2	0	2
3400803	火符籙×3	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名火屬性3~5星的武將。|結果無法預測。	images/shop/0004.png	images/icon/huoxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001004#3	0	0	0	0	0	0	8553600	2	0	3
3400804	火符籙×4	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名火屬性3~5星的武將。|結果無法預測。	images/shop/0004.png	images/icon/huoxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001004#4	0	0	0	0	0	0	8553600	2	0	4
3400805	火符籙×5	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名火屬性3~5星的武將。|結果無法預測。	images/shop/0004.png	images/icon/huoxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001004#5	0	0	0	0	0	0	8553600	2	0	5
3400806	火符籙×6	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名火屬性3~5星的武將。|結果無法預測。	images/shop/0004.png	images/icon/huoxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001004#6	0	0	0	0	0	0	8553600	2	0	6
3400807	火符籙×7	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名火屬性3~5星的武將。|結果無法預測。	images/shop/0004.png	images/icon/huoxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001004#7	0	0	0	0	0	0	8553600	2	0	7
3400808	火符籙×8	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名火屬性3~5星的武將。|結果無法預測。	images/shop/0004.png	images/icon/huoxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001004#8	0	0	0	0	0	0	8553600	2	0	8
3400901	風符籙×1	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名風屬性3~5星的武將。|結果無法預測。	images/shop/0005.png	images/icon/fengxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001005#1	0	0	0	0	0	0	8553600	2	0	1
3400902	風符籙×2	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名風屬性3~5星的武將。|結果無法預測。	images/shop/0005.png	images/icon/fengxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001005#2	0	0	0	0	0	0	8553600	2	0	2
3400903	風符籙×3	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名風屬性3~5星的武將。|結果無法預測。	images/shop/0005.png	images/icon/fengxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001005#3	0	0	0	0	0	0	8553600	2	0	3
3400904	風符籙×4	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名風屬性3~5星的武將。|結果無法預測。	images/shop/0005.png	images/icon/fengxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001005#4	0	0	0	0	0	0	8553600	2	0	4
3400905	風符籙×5	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名風屬性3~5星的武將。|結果無法預測。	images/shop/0005.png	images/icon/fengxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001005#5	0	0	0	0	0	0	8553600	2	0	5
3400906	風符籙×6	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名風屬性3~5星的武將。|結果無法預測。	images/shop/0005.png	images/icon/fengxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001005#6	0	0	0	0	0	0	8553600	2	0	6
3400907	風符籙×7	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名風屬性3~5星的武將。|結果無法預測。	images/shop/0005.png	images/icon/fengxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001005#7	0	0	0	0	0	0	8553600	2	0	7
3400908	風符籙×8	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名風屬性3~5星的武將。|結果無法預測。	images/shop/0005.png	images/icon/fengxifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001005#8	0	0	0	0	0	0	8553600	2	0	8
3401001	神/魔符籙×1	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名神屬性或魔屬性3~5星的武將。|結果無法預測。	images/shop/0030.png	images/icon/shenmofl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001010#1	0	0	0	0	0	0	8553600	2	0	1
3401002	神/魔符籙×2	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名神屬性或魔屬性3~5星的武將。|結果無法預測。	images/shop/0030.png	images/icon/shenmofl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001010#2	0	0	0	0	0	0	8553600	2	0	2
3401201	普通符籙×2	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名1~3星的武將。|結果無法預測。	images/shop/0001.png	images/icon/putongfl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001001#2	0	0	0	0	0	0	8553600	2	0	2
3401202	普通符籙×3	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名1~3星的武將。|結果無法預測。	images/shop/0001.png	images/icon/putongfl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001001#3	0	0	0	0	0	0	8553600	2	0	3
3401203	普通符籙×5	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名1~3星的武將。|結果無法預測。	images/shop/0001.png	images/icon/putongfl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001001#5	0	0	0	0	0	0	8553600	2	0	5
3401204	普通符籙×8	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名1~3星的武將。|結果無法預測。	images/shop/0001.png	images/icon/putongfl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001001#8	0	0	0	0	0	0	8553600	2	0	8
3401205	普通符籙×10	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名1~3星的武將。|結果無法預測。	images/shop/0001.png	images/icon/putongfl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001001#10	0	0	0	0	0	0	8553600	2	0	10
3401206	普通符籙×15	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名1~3星的武將。|結果無法預測。	images/shop/0001.png	images/icon/putongfl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001001#15	0	0	0	0	0	0	8553600	2	0	15
3401207	普通符籙×20	刮刮樂送來的禮物	蘊含神秘力量的符籙。|可召喚1名1~3星的武將。|結果無法預測。	images/shop/0001.png	images/icon/putongfl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001001#20	0	0	0	0	0	0	8553600	2	0	20
3401301	6星橙色隨機裝備	刮刮樂送來的禮物	6星橙色隨機屬性的裝備一件。	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8553600	2	0	0
3401401	水屬性精靈怪×1	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingshui_big.png	images/icon/jinglingshui_small.png	0	0	0	0	0	0	0	0	0	0	0	12000001:1:15#1	0	0	0	0	0	0	0	8553600	2	0	1
3401402	水屬性精靈怪×2	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingshui_big.png	images/icon/jinglingshui_small.png	0	0	0	0	0	0	0	0	0	0	0	12000001:1:15#1	0	0	0	0	0	0	0	8553600	2	0	2
3401403	水屬性精靈怪×3	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingshui_big.png	images/icon/jinglingshui_small.png	0	0	0	0	0	0	0	0	0	0	0	12000001:1:15#1	0	0	0	0	0	0	0	8553600	2	0	3
3401404	水屬性精靈怪×4	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingshui_big.png	images/icon/jinglingshui_small.png	0	0	0	0	0	0	0	0	0	0	0	12000001:1:15#1	0	0	0	0	0	0	0	8553600	2	0	4
3401405	水屬性精靈怪×5	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingshui_big.png	images/icon/jinglingshui_small.png	0	0	0	0	0	0	0	0	0	0	0	12000001:1:15#1	0	0	0	0	0	0	0	8553600	2	0	5
3401406	水屬性精靈怪×10	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingshui_big.png	images/icon/jinglingshui_small.png	0	0	0	0	0	0	0	0	0	0	0	12000001:1:15#1	0	0	0	0	0	0	0	8553600	2	0	10
3401501	火屬性精靈怪×1	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglinghuo_big.png	images/icon/jinglinghuo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000002:1:15#1	0	0	0	0	0	0	0	8553600	2	0	1
3401502	火屬性精靈怪×2	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglinghuo_big.png	images/icon/jinglinghuo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000002:1:15#1	0	0	0	0	0	0	0	8553600	2	0	2
3401503	火屬性精靈怪×3	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglinghuo_big.png	images/icon/jinglinghuo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000002:1:15#1	0	0	0	0	0	0	0	8553600	2	0	3
3401504	火屬性精靈怪×4	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglinghuo_big.png	images/icon/jinglinghuo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000002:1:15#1	0	0	0	0	0	0	0	8553600	2	0	4
3401505	火屬性精靈怪×5	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglinghuo_big.png	images/icon/jinglinghuo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000002:1:15#1	0	0	0	0	0	0	0	8553600	2	0	5
3401506	火屬性精靈怪×10	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglinghuo_big.png	images/icon/jinglinghuo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000002:1:15#1	0	0	0	0	0	0	0	8553600	2	0	10
3401601	風屬性精靈怪×1	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingfeng_big.png	images/icon/jinglingfeng_small.png	0	0	0	0	0	0	0	0	0	0	0	12000003:1:15#1	0	0	0	0	0	0	0	8553600	2	0	1
3401602	風屬性精靈怪×2	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingfeng_big.png	images/icon/jinglingfeng_small.png	0	0	0	0	0	0	0	0	0	0	0	12000003:1:15#1	0	0	0	0	0	0	0	8553600	2	0	2
3401603	風屬性精靈怪×3	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingfeng_big.png	images/icon/jinglingfeng_small.png	0	0	0	0	0	0	0	0	0	0	0	12000003:1:15#1	0	0	0	0	0	0	0	8553600	2	0	3
3401604	風屬性精靈怪×4	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingfeng_big.png	images/icon/jinglingfeng_small.png	0	0	0	0	0	0	0	0	0	0	0	12000003:1:15#1	0	0	0	0	0	0	0	8553600	2	0	4
3401605	風屬性精靈怪×5	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingfeng_big.png	images/icon/jinglingfeng_small.png	0	0	0	0	0	0	0	0	0	0	0	12000003:1:15#1	0	0	0	0	0	0	0	8553600	2	0	5
3401606	風屬性精靈怪×10	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingfeng_big.png	images/icon/jinglingfeng_small.png	0	0	0	0	0	0	0	0	0	0	0	12000003:1:15#1	0	0	0	0	0	0	0	8553600	2	0	10
3402901	神屬性精靈怪×1	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingguang_big.png	images/icon/jinglingguang_small.png	0	0	0	0	0	0	0	0	0	0	0	12000004:1:15#1	0	0	0	0	0	0	0	8553600	2	0	1
3402902	神屬性精靈怪×2	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingguang_big.png	images/icon/jinglingguang_small.png	0	0	0	0	0	0	0	0	0	0	0	12000004:1:15#1	0	0	0	0	0	0	0	8553600	2	0	2
3402903	神屬性精靈怪×3	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingguang_big.png	images/icon/jinglingguang_small.png	0	0	0	0	0	0	0	0	0	0	0	12000004:1:15#1	0	0	0	0	0	0	0	8553600	2	0	3
3402904	神屬性精靈怪×4	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingguang_big.png	images/icon/jinglingguang_small.png	0	0	0	0	0	0	0	0	0	0	0	12000004:1:15#1	0	0	0	0	0	0	0	8553600	2	0	4
3402905	神屬性精靈怪×5	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingguang_big.png	images/icon/jinglingguang_small.png	0	0	0	0	0	0	0	0	0	0	0	12000004:1:15#1	0	0	0	0	0	0	0	8553600	2	0	5
3402906	神屬性精靈怪×10	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingguang_big.png	images/icon/jinglingguang_small.png	0	0	0	0	0	0	0	0	0	0	0	12000004:1:15#1	0	0	0	0	0	0	0	8553600	2	0	10
3403001	魔屬性精靈怪×1	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingmo_big.png	images/icon/jinglingmo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000005:1:15#1	0	0	0	0	0	0	0	8553600	2	0	1
3403002	魔屬性精靈怪×2	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingmo_big.png	images/icon/jinglingmo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000005:1:15#1	0	0	0	0	0	0	0	8553600	2	0	2
3403003	魔屬性精靈怪×3	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingmo_big.png	images/icon/jinglingmo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000005:1:15#1	0	0	0	0	0	0	0	8553600	2	0	3
3403004	魔屬性精靈怪×4	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingmo_big.png	images/icon/jinglingmo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000005:1:15#1	0	0	0	0	0	0	0	8553600	2	0	4
3403005	魔屬性精靈怪×5	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingmo_big.png	images/icon/jinglingmo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000005:1:15#1	0	0	0	0	0	0	0	8553600	2	0	5
3403006	魔屬性精靈怪×10	刮刮樂送來的禮物	武將用其強化可獲得大量經驗。	images/icon/jinglingmo_big.png	images/icon/jinglingmo_small.png	0	0	0	0	0	0	0	0	0	0	0	12000005:1:15#1	0	0	0	0	0	0	0	8553600	2	0	10
3401701	2星魔魂怪×2	刮刮樂送來的禮物	2星20級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:2:20#1	0	0	0	0	0	0	0	8553600	2	0	2
3401702	2星魔魂怪×3	刮刮樂送來的禮物	2星20級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:2:20#1	0	0	0	0	0	0	0	8553600	2	0	3
3401703	2星魔魂怪×4	刮刮樂送來的禮物	2星20級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:2:20#1	0	0	0	0	0	0	0	8553600	2	0	4
3401704	2星魔魂怪×5	刮刮樂送來的禮物	2星20級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:2:20#1	0	0	0	0	0	0	0	8553600	2	0	5
3401705	2星魔魂怪×6	刮刮樂送來的禮物	2星20級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:2:20#1	0	0	0	0	0	0	0	8553600	2	0	6
3401706	2星魔魂怪×7	刮刮樂送來的禮物	2星20級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:2:20#1	0	0	0	0	0	0	0	8553600	2	0	7
3401707	2星魔魂怪×8	刮刮樂送來的禮物	2星20級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:2:20#1	0	0	0	0	0	0	0	8553600	2	0	8
3401708	2星魔魂怪×9	刮刮樂送來的禮物	2星20級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:2:20#1	0	0	0	0	0	0	0	8553600	2	0	9
3401709	2星魔魂怪×10	刮刮樂送來的禮物	2星20級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:2:20#1	0	0	0	0	0	0	0	8553600	2	0	10
3401801	3星魔魂怪×1	刮刮樂送來的禮物	3星25級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#1	0	0	0	0	0	0	0	8553600	2	0	1
3401802	3星魔魂怪×2	刮刮樂送來的禮物	3星25級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#1	0	0	0	0	0	0	0	8553600	2	0	2
3401803	3星魔魂怪×3	刮刮樂送來的禮物	3星25級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#1	0	0	0	0	0	0	0	8553600	2	0	3
3401804	3星魔魂怪×4	刮刮樂送來的禮物	3星25級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#1	0	0	0	0	0	0	0	8553600	2	0	4
3401805	3星魔魂怪×5	刮刮樂送來的禮物	3星25級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#1	0	0	0	0	0	0	0	8553600	2	0	5
3401806	3星魔魂怪×6	刮刮樂送來的禮物	3星25級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#1	0	0	0	0	0	0	0	8553600	2	0	6
3401807	3星魔魂怪×7	刮刮樂送來的禮物	3星25級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#1	0	0	0	0	0	0	0	8553600	2	0	7
3401808	3星魔魂怪×8	刮刮樂送來的禮物	3星25級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:3:25#1	0	0	0	0	0	0	0	8553600	2	0	8
3401901	4星魔魂怪×1	刮刮樂送來的禮物	4星30級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:4:30#1	0	0	0	0	0	0	0	8553600	2	0	1
3401902	4星魔魂怪×2	刮刮樂送來的禮物	4星30級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:4:30#1	0	0	0	0	0	0	0	8553600	2	0	2
3401903	4星魔魂怪×3	刮刮樂送來的禮物	4星30級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:4:30#1	0	0	0	0	0	0	0	8553600	2	0	3
3401904	4星魔魂怪×4	刮刮樂送來的禮物	4星30級魔魂怪，武將用其可以進化	images/icon/youling_big.png	images/icon/youling_small.png	0	0	0	0	0	0	0	0	0	0	0	13000004:4:30#1	0	0	0	0	0	0	0	8553600	2	0	4
3402001	小天魔×1	刮刮樂送來的禮物	可愛的小天魔|武將用其強化可提升武將技能。	images/icon/xiaotianmo_big.png	images/icon/xiaotianmo_small.png	0	0	0	0	0	0	0	0	0	0	0	11000005:1:1#1	0	0	0	0	0	0	0	8553600	2	0	1
3402002	小天魔×2	刮刮樂送來的禮物	可愛的小天魔|武將用其強化可提升武將技能。	images/icon/xiaotianmo_big.png	images/icon/xiaotianmo_small.png	0	0	0	0	0	0	0	0	0	0	0	11000005:1:1#1	0	0	0	0	0	0	0	8553600	2	0	2
3402101	令牌×2	刮刮樂送來的禮物	挑戰競技場需要消耗令牌|可通過商店購買或時間恢復獲得	images/icon/lingpai_big.png	images/icon/lingpai_small.png	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8553600	2	0	2
3402102	令牌×4	刮刮樂送來的禮物	挑戰競技場需要消耗令牌|可通過商店購買或時間恢復獲得	images/icon/lingpai_big.png	images/icon/lingpai_small.png	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8553600	2	0	4
3402103	令牌×6	刮刮樂送來的禮物	挑戰競技場需要消耗令牌|可通過商店購買或時間恢復獲得	images/icon/lingpai_big.png	images/icon/lingpai_small.png	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	8553600	2	0	6
3402104	令牌×11	刮刮樂送來的禮物	挑戰競技場需要消耗令牌|可通過商店購買或時間恢復獲得	images/icon/lingpai_big.png	images/icon/lingpai_small.png	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	8553600	2	0	11
3402105	令牌×15	刮刮樂送來的禮物	挑戰競技場需要消耗令牌|可通過商店購買或時間恢復獲得	images/icon/lingpai_big.png	images/icon/lingpai_small.png	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	8553600	2	0	15
3402106	令牌×22	刮刮樂送來的禮物	挑戰競技場需要消耗令牌|可通過商店購買或時間恢復獲得	images/icon/lingpai_big.png	images/icon/lingpai_small.png	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	8553600	2	0	22
